lr-Adam,step,val_loss,epoch,avg_test_acc
0.001,0,,,
,859,0.10487208515405655,0,
0.001,860,,,
,1719,0.09203406423330307,1,
0.001,1720,,,
,2579,0.09174022078514099,2,
0.001,2580,,,
,3439,0.0968848317861557,3,
0.001,3440,,,
,4299,0.10481344163417816,4,
0.001,4300,,,
,5159,0.09297715872526169,5,
,5160,,6,0.9709395170211792
